contractSymbol,strike,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,expirationDate,CALL,mark,sector,industry,grossMargins,targetLowPrice,recommendationKey,targetMedianPrice,currentPrice,targetMeanPrice,targetHighPrice,pegRatio,forwardPE,fiftyDayAverage,recommendationMean,recordTime
BAC220414P00049000,49.0,10.65,10.8,0.6100006,6.0098586,5.0,230,1.0000000000000003e-05,True,2022-04-14,False,10.725000000000001,Financial Services,Banks—Diversified,0,40.5,buy,50,38.11,50.04,66,0.79,9.847546,43.3924,2.2,2022-04-14 11:09:26.813399
BAC220414P00050000,50.0,11.65,11.75,0.4300003,3.8530493,179.0,876,1.0000000000000003e-05,True,2022-04-14,False,11.7,Financial Services,Banks—Diversified,0,40.5,buy,50,38.11,50.04,66,0.79,9.847546,43.3924,2.2,2022-04-14 11:09:26.813399
BAC220414P00051000,51.0,12.65,12.8,0.0,0.0,,3,1.0000000000000003e-05,True,2022-04-14,False,12.725000000000001,Financial Services,Banks—Diversified,0,40.5,buy,50,38.11,50.04,66,0.79,9.847546,43.3924,2.2,2022-04-14 11:09:26.813399
BAC220414P00052000,52.0,13.7,13.8,0.0,0.0,1.0,2,1.0000000000000003e-05,True,2022-04-14,False,13.75,Financial Services,Banks—Diversified,0,40.5,buy,50,38.11,50.04,66,0.79,9.847546,43.3924,2.2,2022-04-14 11:09:26.813399
BAC220414P00055000,55.0,16.65,16.75,0.0,0.0,10.0,196,1.0000000000000003e-05,True,2022-04-14,False,16.7,Financial Services,Banks—Diversified,0,40.5,buy,50,38.11,50.04,66,0.79,9.847546,43.3924,2.2,2022-04-14 11:09:26.813399
BAC220414P00060000,60.0,21.65,21.8,0.0,0.0,6.0,47,1.0000000000000003e-05,True,2022-04-14,False,21.725,Financial Services,Banks—Diversified,0,40.5,buy,50,38.11,50.04,66,0.79,9.847546,43.3924,2.2,2022-04-14 11:09:26.813399
BAC220414P00065000,65.0,26.65,26.8,0.0,0.0,6.0,0,1.0000000000000003e-05,True,2022-04-14,False,26.725,Financial Services,Banks—Diversified,0,40.5,buy,50,38.11,50.04,66,0.79,9.847546,43.3924,2.2,2022-04-14 11:09:26.813399
BAC220414P00070000,70.0,31.65,31.8,0.19000053,0.60703045,4.0,4,1.0000000000000003e-05,True,2022-04-14,False,31.725,Financial Services,Banks—Diversified,0,40.5,buy,50,38.11,50.04,66,0.79,9.847546,43.3924,2.2,2022-04-14 11:09:26.813399
MA220414C00165000,165.0,181.25,184.8,0.0,0.0,,1,1.0000000000000003e-05,True,2022-04-14,True,183.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00180000,180.0,189.0,192.5,0.0,0.0,1.0,4,12.067873551330567,True,2022-04-14,True,190.75,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00200000,200.0,157.95,160.85,0.0,0.0,2.0,0,5.828127714843751,True,2022-04-14,True,159.39999999999998,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00210000,210.0,161.65,165.25,0.0,0.0,2.0,3,10.698245501098635,True,2022-04-14,True,163.45,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00220000,220.0,149.7,152.6,0.0,0.0,1.0,0,9.353519779052736,True,2022-04-14,True,151.14999999999998,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00240000,240.0,110.1,113.95,0.0,0.0,4.0,5,1.0000000000000003e-05,True,2022-04-14,True,112.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00250000,250.0,108.15,109.85,0.0,0.0,15.0,0,1.0000000000000003e-05,True,2022-04-14,True,109.0,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00260000,260.0,92.1,95.8,0.0,0.0,1.0,2,1.0000000000000003e-05,True,2022-04-14,True,93.94999999999999,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00265000,265.0,77.0,80.25,0.0,0.0,1.0,0,1.0000000000000003e-05,True,2022-04-14,True,78.625,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00270000,270.0,87.7,89.95,0.0,0.0,3.0,43,1.0000000000000003e-05,True,2022-04-14,True,88.825,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00275000,275.0,82.5,85.05,0.0,0.0,1.0,0,1.9140629296875002,True,2022-04-14,True,83.775,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00280000,280.0,78.0,80.2,0.0,0.0,25.0,1,2.1953170117187497,True,2022-04-14,True,79.1,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00285000,285.0,73.05,75.3,0.0,0.0,1.0,0,2.1953170117187497,True,2022-04-14,True,74.175,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00290000,290.0,68.6,69.8,11.400002,19.195152,25.0,25,1.0000000000000003e-05,True,2022-04-14,True,69.19999999999999,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00295000,295.0,63.1,65.2,0.0,0.0,1.0,0,1.79296978515625,True,2022-04-14,True,64.15,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00300000,300.0,57.5,60.4,0.0,0.0,7.0,37,1.865235048828125,True,2022-04-14,True,58.95,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00305000,305.0,52.95,55.1,0.0,0.0,5.0,20,1.37109689453125,True,2022-04-14,True,54.025000000000006,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00310000,310.0,47.95,49.85,0.0,0.0,1.0,7,1.0000000000000003e-05,True,2022-04-14,True,48.900000000000006,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00315000,315.0,43.4,44.5,0.0,0.0,3.0,203,1.0000000000000003e-05,True,2022-04-14,True,43.95,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00320000,320.0,38.0,39.7,9.27,30.848589,1.0,225,1.0000000000000003e-05,True,2022-04-14,True,38.85,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00325000,325.0,33.5,34.6,0.0,0.0,5.0,259,1.0000000000000003e-05,True,2022-04-14,True,34.05,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00330000,330.0,28.35,29.75,5.299999,22.306395,2.0,293,1.0000000000000003e-05,True,2022-04-14,True,29.05,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00335000,335.0,23.7,24.65,4.029999,20.129864,3.0,216,1.0000000000000003e-05,True,2022-04-14,True,24.174999999999997,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00337500,337.5,21.0,22.2,0.0,0.0,2.0,3,1.0000000000000003e-05,True,2022-04-14,True,21.6,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00340000,340.0,18.8,19.65,3.2199993,20.774189,23.0,505,1.0000000000000003e-05,True,2022-04-14,True,19.225,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00342500,342.5,15.35,17.25,0.0,0.0,28.0,61,1.0000000000000003e-05,True,2022-04-14,True,16.3,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00345000,345.0,13.4,14.65,3.6500006,34.112156,2.0,245,1.0000000000000003e-05,True,2022-04-14,True,14.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00347500,347.5,10.75,12.1,3.8500004,44.50868,9.0,97,1.0000000000000003e-05,True,2022-04-14,True,11.425,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00350000,350.0,8.75,9.65,3.1399999,48.83359,48.0,868,1.0000000000000003e-05,True,2022-04-14,True,9.2,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00352500,352.5,5.85,7.35,2.65,63.09524,16.0,483,1.0000000000000003e-05,True,2022-04-14,True,6.6,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00355000,355.0,3.75,4.8,1.4099998,52.41635,41.0,571,1.0000000000000003e-05,True,2022-04-14,True,4.275,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00357500,357.5,1.62,2.72,1.44,116.12903,56.0,92,0.132821171875,True,2022-04-14,True,2.17,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00360000,360.0,0.74,1.0,-0.19,-24.358974,268.0,964,0.13208875732421876,True,2022-04-14,True,0.87,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00362500,362.5,0.16,0.31,0.01999998,7.4074,44.0,310,0.15235222656250003,False,2022-04-14,True,0.235,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00365000,365.0,0.07,0.16,-0.049999997,-31.25,142.0,972,0.19727365234375,False,2022-04-14,True,0.115,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00367500,367.5,0.04,0.15,-0.059999995,-46.153843,43.0,410,0.26367923828125,False,2022-04-14,True,0.095,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00370000,370.0,0.06,0.09,-0.06,-54.545456,49.0,2374,0.29688203124999996,False,2022-04-14,True,0.075,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00372500,372.5,0.04,0.06,0.089999996,90.0,6.0,111,0.3320379296875,False,2022-04-14,True,0.05,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00375000,375.0,0.03,0.04,-0.020000001,-40.000004,21.0,1507,0.3632876171875,False,2022-04-14,True,0.035,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00377500,377.5,0.02,0.03,0.0,0.0,8.0,21,0.398443515625,False,2022-04-14,True,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00380000,380.0,0.02,0.03,-0.05,-71.42857,39.0,2201,0.445318046875,False,2022-04-14,True,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00382500,382.5,0.0,0.03,-0.07000001,-77.77779,9.0,8,0.49219257812500006,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00385000,385.0,0.0,0.02,-0.049999997,-83.33333,1.0,558,0.5117236328125,False,2022-04-14,True,0.01,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00387500,387.5,0.0,0.02,0.0,0.0,16.0,24,0.51562984375,False,2022-04-14,True,0.01,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00390000,390.0,0.0,0.02,-0.030000001,-60.000004,1.0,721,0.5546919531250001,False,2022-04-14,True,0.01,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00392500,392.5,0.0,0.03,-0.05,-71.42857,5.0,6,0.6250037500000001,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00395000,395.0,0.0,0.03,0.0,0.0,14.0,874,0.6640658593750002,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00400000,400.0,0.0,0.03,0.01,50.0,17.0,1403,0.7421900781249999,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00405000,405.0,0.0,0.01,0.0,0.0,1.0,339,0.7500025,False,2022-04-14,True,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00410000,410.0,0.0,0.03,0.0,0.0,166.0,482,0.8906260937499999,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00415000,415.0,0.0,0.03,-0.05,-50.0,1.0,244,0.9687503125,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00420000,420.0,0.0,0.03,0.0,0.0,1.0,801,1.0468797656250002,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00425000,425.0,0.0,0.03,0.0,0.0,1.0,170,1.109379453125,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00430000,430.0,0.0,0.03,0.0,0.0,30.0,208,1.1875040625,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00435000,435.0,0.0,0.03,0.0,0.0,30.0,115,1.2500037499999999,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00440000,440.0,0.0,0.03,0.0,0.0,35.0,115,1.3281283593749997,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00445000,445.0,0.0,0.03,0.0,0.0,5.0,60,1.3906280468749999,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00450000,450.0,0.0,0.03,0.0,0.0,1.0,41,1.453127734375,False,2022-04-14,True,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00455000,455.0,0.0,0.05,0.0,0.0,5.0,62,1.5937520312499998,False,2022-04-14,True,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00460000,460.0,0.0,0.05,0.0,0.0,5.0,527,1.65625171875,False,2022-04-14,True,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00465000,465.0,0.0,0.05,0.0,0.0,21.0,22,1.71875140625,False,2022-04-14,True,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00470000,470.0,0.0,0.52,0.0,0.0,18.0,312,2.3359416601562493,False,2022-04-14,True,0.26,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00475000,475.0,0.0,0.01,0.0,0.0,7.0,43,1.625001875,False,2022-04-14,True,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00480000,480.0,0.0,0.01,0.0,0.0,15.0,49,1.6875015625,False,2022-04-14,True,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00485000,485.0,0.0,0.05,0.0,0.0,5.0,25,1.9765626171875001,False,2022-04-14,True,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00490000,490.0,0.0,0.01,0.0,0.0,16.0,96,1.78125109375,False,2022-04-14,True,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00495000,495.0,0.0,0.01,0.0,0.0,46.0,251,1.8125009374999999,False,2022-04-14,True,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00500000,500.0,0.0,0.01,0.0,0.0,69.0,114,1.875000625,False,2022-04-14,True,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00505000,505.0,0.0,0.04,0.0,0.0,9.0,796,2.1718795703125,False,2022-04-14,True,0.02,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00520000,520.0,0.0,0.01,0.0,0.0,46.0,130,2.1250046874999997,False,2022-04-14,True,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414C00540000,540.0,0.0,0.01,0.0,0.0,9.0,44,2.3125042187499996,False,2022-04-14,True,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00160000,160.0,0.0,0.05,0.0,0.0,1.0,10,5.187503515625,False,2022-04-14,False,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00165000,165.0,0.0,0.03,0.0,0.0,170.0,175,4.7812540234375,False,2022-04-14,False,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00170000,170.0,0.03,0.34,0.0,0.0,1.0,2,5.890627636718751,False,2022-04-14,False,0.185,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00175000,175.0,0.0,0.05,0.0,0.0,1.0,77,4.62500421875,False,2022-04-14,False,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00180000,180.0,0.0,0.06,0.0,0.0,5.0,22,4.5312543359375,False,2022-04-14,False,0.03,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00190000,190.0,0.24,0.7,0.0,0.0,3.0,3,5.746096567382812,False,2022-04-14,False,0.47,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00195000,195.0,0.0,0.07,0.0,0.0,,1,4.0937548828125,False,2022-04-14,False,0.035,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00200000,200.0,0.0,0.05,0.0,0.0,1.0,84,3.81250046875,False,2022-04-14,False,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00205000,205.0,0.0,0.06,0.0,0.0,,1,3.718750703125,False,2022-04-14,False,0.03,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00210000,210.0,0.0,0.06,0.0,0.0,20.0,31,3.5781260546875,False,2022-04-14,False,0.03,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00215000,215.0,0.0,0.04,0.0,0.0,1.0,383,3.3125017187499997,False,2022-04-14,False,0.02,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00220000,220.0,0.0,0.05,0.0,0.0,10.0,339,3.2343769140624996,False,2022-04-14,False,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00225000,225.0,0.0,0.06,0.0,0.0,1.0,4,3.156252109375,False,2022-04-14,False,0.03,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00230000,230.0,0.0,0.05,0.0,0.0,1.0,142,2.9687525781249997,False,2022-04-14,False,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00235000,235.0,0.0,0.05,0.0,0.0,9.0,470,2.8281279296874997,False,2022-04-14,False,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00240000,240.0,0.0,0.01,0.0,0.0,1.0,677,2.3750040624999995,False,2022-04-14,False,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00245000,245.0,0.0,0.05,0.0,0.0,1.0,150,2.5781285546875,False,2022-04-14,False,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00250000,250.0,0.0,0.01,0.0,0.0,2.0,457,2.1250046874999997,False,2022-04-14,False,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00255000,255.0,0.0,0.05,0.0,0.0,7.0,54,2.328129179687499,False,2022-04-14,False,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00260000,260.0,0.0,0.05,0.0,0.0,1.0,401,2.2031294921874993,False,2022-04-14,False,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00265000,265.0,0.0,0.05,0.0,0.0,1.0,207,2.0781298046874994,False,2022-04-14,False,0.025,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00270000,270.0,0.0,0.06,0.0,0.0,5.0,298,2.000005,False,2022-04-14,False,0.03,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00275000,275.0,0.0,0.01,0.0,0.0,122.0,342,1.625001875,False,2022-04-14,False,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00280000,280.0,0.0,0.03,0.0,0.0,3.0,532,1.65625171875,False,2022-04-14,False,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00285000,285.0,0.0,0.03,0.0,0.0,1.0,200,1.5468772656249998,False,2022-04-14,False,0.015,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00290000,290.0,0.0,0.01,0.0,0.0,1.0,582,1.3125034374999998,False,2022-04-14,False,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
MA220414P00295000,295.0,0.0,0.01,0.0,0.0,7.0,214,1.21875390625,False,2022-04-14,False,0.005,Financial Services,Credit Services,1,360,buy,430,360.015,431.29,475,1.4100000000000001,28.392351,355.9444,1.8,2022-04-14 11:09:31.707758
